district_no,year,yield
12063,2012,58.35
12063,2013,67.57
12063,2014,91.36
12063,2015,80.09
12063,2016,76.98
12063,2017,82.28
12063,2018,43.18
12063,2019,61.82
12063,2020,78.13
12063,2021,68.86
12064,1979,25.9099941988248
12064,1980,26.2002431191449
12064,1981,32.9219641563734
12064,1982,28.1033858067778
12064,1983,26.1236449966186
12064,1984,33.7100096243739
12064,1985,32.9763913595505
12064,1986,30.9236911109241
12064,1987,36.3653987005912
12064,1988,28.0140669319927
12064,1989,33.018431174452
12064,1990,37.4841236665621
12064,1991,34.6199316022681
12064,1992,32.575920199133
12064,1993,46.0169079761444
12064,1994,37.06
12064,1995,38.97
12064,1996,47.21
12064,1997,46.06
12064,1998,49.48
12064,1999,42.48
12064,2000,49.02
12064,2001,48.3
12064,2002,53.37
12064,2003,43.66
12064,2004,52.79
12064,2005,55.66
12064,2006,39.21
12064,2007,56.68
12064,2008,40.43
12064,2009,62.89
12064,2010,53.37
12064,2011,60.59
12064,2012,64.29
12064,2013,58.05
12064,2014,68.03
12064,2015,50.05
12064,2016,63.35
12064,2017,67.79
12064,2018,61.8
12064,2019,56.83
12064,2020,42.86
12065,1979,24.2786379295253
12065,1980,23.0139266053235
12065,1981,27.0598067502694
12065,1982,24.4858012501954
12065,1983,14.2212880013874
12065,1984,28.0388707144807
12065,1985,31.3972274058256
12065,1986,29.5821109771488
12065,1987,30.6677201480879
12065,1988,23.6585033339073
12065,1989,30.7659330910497
12065,1990,36.4112338185127
12065,1991,37.1296177603041
12065,1992,44.6821355396855
12065,1993,49.55
12065,1998,51.4
12065,1999,43.5
12065,2000,47.39
12066,1979,35.81
12066,1980,15.48
12066,1981,35.65
12066,1982,27.43
12066,1983,20.81
12066,1999,41.16
12067,1979,24.87
12067,1980,23.4543659003573
12067,1981,29.6646386333913
12067,1982,21.8760360183196
12067,1983,22.9913877192764
12067,1984,33.9364181613699
12067,1985,35.6241281338644
12067,1986,27.8175359077783
12067,1987,37.5142048478538
12067,1988,27.1301687139349
12067,1989,34.2237418708776
12067,1990,38.8069435982456
12067,1991,36.5
12067,1992,28.8468861078877
12067,1993,45.17
12067,1999,45.12
12068,1979,25.2976556366438
12068,1980,25.48816459328
12068,1981,28.9281404029392
12068,1982,29.0498369734319
12068,1983,20.8222311616721
12068,1984,30.114350797145
12068,1985,32.7843478613695
12068,1986,31.9657319998034
12068,1987,35.2142804627989
12068,1988,26.6730099885434
12068,1989,29.5751516144974
12068,1990,34.1602623799756
12068,1991,37.6973434884507
12068,1992,37.7428100137699
12068,1993,51.6214274621261
12068,1994,33.22
12068,1995,39.85
12068,1996,47.68
12068,1997,38.24
12068,1998,49.18
12068,1999,44.08
12068,2000,52.57
12068,2001,47.84
12068,2002,42.78
12068,2003,27.85
12068,2004,55.11
12068,2005,53.35
12068,2006,42.35
12068,2007,55.7
12068,2018,60.95
12069,1979,24.7458786236151
12069,1980,22.9586575866161
12069,1981,26.3832517086629
12069,1982,21.838041659419
12069,1983,20.3625081046473
12069,1984,28.1570499817877
12069,1985,33.8392606121675
12069,1986,32.5527710351671
12069,1987,37.7478730637298
12069,1988,20.4949536918476
12069,1989,22.3513748326245
12069,1990,35.7248150969378
12069,1991,33.7925224007911
12069,1992,33.1791200484918
12069,1993,46.6171019824727
12069,1994,42.49
12069,1995,46.46
12069,1996,43.92
12069,1997,29.66
12069,1998,50.01
12069,1999,32.65
12069,2000,45.07
12069,2001,52.86
12069,2002,52.33
12069,2003,27.93
12069,2004,49.35
12069,2005,51.41
12069,2006,37.1
12069,2007,55.71
12069,2018,37.35
12069,2019,50.02
12070,1979,26.7998210211461
12070,1980,27.6503162669557
12070,1981,28.4759840802068
12070,1982,27.764404831354
12070,1983,16.4655537093448
12070,1984,29.3626319991096
12070,1985,32.2540362359848
12070,1986,32.8458251966563
12070,1987,33.1243568065975
12070,1988,24.9068285147744
12070,1989,30.4511762286687
12070,1990,36.4155772124156
12070,1991,38.271158094946
12070,1992,34.3617679495456
12070,1993,49.2423077627712
12070,1994,37.26
12070,1995,37.89
12070,1996,46.21
12070,1997,42.64
12070,1998,50.12
12070,1999,44.39
12070,2000,51.57
12070,2001,53.53
12070,2002,45.37
12070,2003,41.23
12070,2004,52.83
12070,2005,54.56
12070,2006,41.31
12070,2007,49.69
12070,2008,46.03
12070,2009,52.77
12070,2010,45.62
12070,2011,57.02
12070,2012,55.08
12070,2013,57.18
12070,2014,68.35
12070,2015,65.48
12070,2016,71.43
12070,2017,75.49
12070,2018,51.99
12070,2019,73.23
12070,2020,74.04
12070,2021,81.77
12071,1979,29.8487764027556
12071,1980,27.4700441021192
12071,1981,28.4427795394126
12071,1982,30.716253903289
12071,1983,28.7296008685628
12071,1984,34.8380215676676
12071,1985,35.2591212502707
12071,1986,29.0657661526948
12071,1987,31.8205835824777
12071,1988,31.0142830794201
12071,1989,43.1757078676716
12071,1990,39.5256935618859
12071,1991,38.2845394087048
12071,1992,23.9772288108684
12071,1993,45.1161431372549
12071,1994,31.9
12071,1995,35.14
12071,1996,45.74
12071,1997,45.9
12071,1998,51.54
12071,1999,40.77
12071,2000,53.21
12071,2001,53.25
12071,2002,53.0
12072,1979,30.079345291229
12072,1980,26.8786448437467
12072,1981,32.1890888569934
12072,1982,30.6346931063545
12072,1983,30.0559847605641
12072,1984,33.930312647363
12072,1985,36.4123642851661
12072,1986,32.6629973788693
12072,1987,38.9555872772512
12072,1988,28.636250452386
12072,1989,34.4949484704688
12072,1990,37.266146386766
12072,1991,31.2980855194836
12072,1992,36.6082751624609
12072,1993,49.0377235286106
12072,1994,35.81
12072,1995,39.91
12072,1996,41.49
12072,1997,34.89
12072,1998,41.26
12072,1999,36.23
12072,2000,42.58
12072,2001,46.78
12072,2002,50.57
12072,2003,37.17
12072,2004,54.53
12072,2005,53.49
12072,2006,43.79
12072,2007,56.75
12073,1979,24.2746719831821
12073,1980,21.9940738017042
12073,1981,24.6056049589363
12073,1982,22.4664880758394
12073,1983,19.9436350447958
12073,1984,32.0158823938559
12073,1985,29.7117042090708
12073,1986,29.4772639433123
12073,1987,29.6259115253527
12073,1988,26.0540557331987
12073,1989,25.6379704554599
12073,1990,34.1349183246537
12073,1991,40.7254366313728
12073,1992,31.8099288016796
12073,1993,48.8166982993485
12073,1994,28.56
12073,1995,37.51
12073,1996,47.92
12073,1997,43.23
12073,1998,49.62
12073,1999,40.73
12073,2000,47.54
12073,2001,51.42
12073,2002,49.17
12073,2003,46.93
12073,2004,52.17
12073,2005,48.21
12073,2006,47.48
12073,2007,57.12
12073,2008,46.01
12073,2009,63.21
12073,2010,60.0
12073,2011,63.37
12073,2012,61.66
12073,2013,64.29
12073,2014,83.92
12073,2015,66.49
12073,2016,66.17
12073,2017,70.55
12073,2018,47.88
12073,2019,65.31
12073,2020,67.05
12073,2021,70.94
13003,1992,37.44
13003,1993,53.78
13003,1999,49.33
13071,1979,22.2735282025179
13071,1980,20.455628638984
13071,1981,24.1867733717155
13071,1982,23.4866621486609
13071,1983,16.5108842083817
13071,1984,27.2715988275595
13071,1985,26.6696996018203
13071,1986,27.7618379421498
13071,1987,29.873038283825
13071,1988,24.0208217044685
13071,1989,27.416618865377
13071,1990,35.3205183364371
13071,1991,38.1626312075204
13071,1992,39.9148379495795
13071,1993,47.2244073270441
13071,1994,29.8012918734943
13071,1995,40.6746531093552
13071,1996,41.4613921046193
13071,1997,45.0676709778009
13071,1998,46.8410109754601
13071,1999,41.340402370969
13071,2000,43.9142648757965
13071,2001,46.9204529111792
13071,2002,47.1976449409697
13071,2003,46.0020521144848
13071,2004,52.5248672037365
13071,2005,44.3943871730647
13071,2006,47.7585671563689
13071,2007,50.8862943470607
13071,2008,40.9778114087169
13071,2009,49.7387273082736
13071,2010,51.795837599662
13071,2011,61.11
13071,2012,65.72
13071,2013,60.85
13071,2014,77.58
13071,2015,64.06
13071,2016,74.24
13071,2017,73.11
13071,2018,56.56
13071,2019,67.96
13071,2020,73.35
13071,2021,70.82
13072,1979,25.0195956032666
13072,1980,21.9967223556492
13072,1981,25.0938607214802
13072,1982,30.3621024811392
13072,1983,16.2515011875466
13072,1984,27.8100404751666
13072,1985,30.5874419777181
13072,1986,33.9473549181981
13072,1987,27.304916579799
13072,1988,29.3957186343069
13072,1989,32.8351769061986
13072,1990,39.2089340227627
13072,1991,40.1493378691726
13072,1992,36.9292600470369
13072,1993,48.5753880992239
13072,1994,32.8030175333156
13072,1995,40.36054844318
13072,1996,41.6440930129917
13072,1997,43.1854120964331
13072,1998,46.0381015764919
13072,1999,46.7905452400862
13072,2000,50.5730791608485
13072,2001,46.2379105098278
13072,2002,47.7662257750189
13072,2003,51.109569558884
13072,2004,53.3048463580032
13072,2005,49.8312454820267
13072,2006,51.5725418173475
13072,2007,53.9399214220323
13072,2008,46.9561763017525
13072,2009,50.9729494136533
13072,2010,51.218183714237
13072,2011,62.02
13072,2012,58.4
13072,2013,62.44
13072,2014,74.79
13072,2015,73.94
13072,2016,73.43
13072,2017,74.88
13072,2018,68.44
13072,2019,77.78
13072,2020,80.78
13072,2021,74.57
13073,1979,27.1916130775309
13073,1980,22.0889038067759
13073,1981,28.2087104711458
13073,1982,30.3026904323584
13073,1983,21.4531209461136
13073,1984,30.6380241692557
13073,1985,26.985006376454
13073,1986,34.2659297029232
13073,1987,26.1178682507716
13073,1988,31.264138618233
13073,1989,37.9046489471702
13073,1990,41.3055862151876
13073,1991,41.8651317416788
13073,1992,37.2790574409324
13073,1993,51.5388231755826
13073,1994,37.2037651055374
13073,1995,43.8732914430393
13073,1996,48.625656041949
13073,1997,48.222555530817
13073,1998,49.4287954438074
13073,1999,50.1719862396593
13073,2000,51.5632050808961
13073,2001,46.6560419693096
13073,2002,53.3598090855502
13073,2003,56.3261445264258
13073,2004,54.5259879523004
13073,2005,47.7257722513089
13073,2006,52.4396032533973
13073,2007,53.586078272909
13073,2008,49.8318929272128
13073,2009,59.7756120362015
13073,2010,57.6985396998269
13073,2011,63.27
13073,2012,62.68
13073,2013,69.86
13073,2014,83.25
13073,2015,73.88
13073,2016,79.06
13073,2017,79.26
13073,2018,69.9
13073,2019,81.19
13073,2020,82.62
13073,2021,90.37
13074,1979,21.6200791194347
13074,1980,25.903124206216
13074,1981,26.2362879034948
13074,1982,31.085300542023
13074,1983,16.1988986221788
13074,1984,30.9466111219503
13074,1985,31.1514135894927
13074,1986,35.6150467703452
13074,1987,26.7772294895955
13074,1988,28.0745788877539
13074,1989,30.315643114865
13074,1990,36.7021794969039
13074,1991,42.6434954206668
13074,1992,36.7198167649304
13074,1993,48.2557025864813
13074,1994,35.92
13074,1995,43.36
13074,1996,44.23
13074,1997,45.82
13074,1998,46.51
13074,1999,48.22
13074,2000,52.56
13074,2001,48.22
13074,2002,48.61
13074,2003,56.0
13074,2004,55.8
13074,2005,56.91
13074,2006,52.81
13074,2007,57.54
13074,2008,51.93
13074,2009,61.08
13074,2010,55.29
13074,2011,62.06
13074,2012,63.5
13074,2013,62.47
13074,2014,80.74
13074,2015,71.96
13074,2016,73.52
13074,2017,72.98
13074,2018,56.48
13074,2019,78.22
13074,2020,79.01
13074,2021,63.41
13075,1979,26.373891016242
13075,1980,23.5550795816093
13075,1981,26.8289995185559
13075,1982,26.4771470887537
13075,1983,21.8753237583281
13075,1984,28.7632332770551
13075,1985,29.297916678489
13075,1986,30.7269005899814
13075,1987,29.7917369469135
13075,1988,29.9097851917448
13075,1989,31.5576004421777
13075,1990,38.025761823937
13075,1991,41.5909546726232
13075,1992,36.4254267300155
13075,1993,53.6213338774642
13075,1994,29.4918254977297
13075,1995,40.6780124698418
13075,1996,43.0971377072309
13075,1997,45.2858345533305
13075,1998,48.0435860171765
13075,1999,45.285197687412
13075,2000,48.1434706736444
13075,2001,49.7675555521344
13075,2002,48.9951623902062
13075,2003,49.0715478166005
13075,2004,54.2093989549532
13075,2005,47.6901250655622
13075,2006,49.600032477648
13075,2007,57.0981159460585
13075,2008,46.0352747035353
13075,2009,59.839603471863
13075,2010,53.0434943313657
13075,2011,64.37
13075,2012,62.38
13075,2013,63.98
13075,2014,82.85
13075,2015,67.78
13075,2016,70.81
13075,2017,73.54
13075,2018,57.17
13075,2019,70.15
13075,2020,70.87
13075,2021,71.76
13076,1979,21.9741266344473
13076,1980,26.4665718215948
13076,1981,29.115880206866
13076,1982,31.3517906997503
13076,1983,16.9390948035668
13076,1984,31.145316993013
13076,1985,33.3749146381204
13076,1986,34.9902348904815
13076,1987,29.1211505508818
13076,1988,27.7716255767888
13076,1989,32.1791094372455
13076,1990,38.9479225031589
13076,1991,41.8474117533583
13076,1993,47.7758799248799
13076,1994,36.7264139308218
13076,1995,35.8303885113155
13076,1996,42.729785008225
13076,1997,42.2974949700688
13076,1998,47.1847494677487
13076,1999,44.1504762367152
13076,2000,48.1232514621019
13076,2001,48.670289795958
13076,2002,46.0922108539404
13076,2003,47.2022142899286
13076,2004,54.1199235007014
13076,2005,50.5897441651706
13076,2006,45.0352110039965
13076,2007,54.2130761442368
13076,2008,43.4549424924959
13076,2009,53.5453145523427
13076,2010,49.6213993908335
13076,2011,56.38
13076,2012,57.09
13076,2013,60.45
13076,2014,65.87
13076,2015,63.51
13076,2016,72.11
13076,2017,72.92
13076,2018,61.26
13076,2019,70.64
13076,2020,77.22
13076,2021,50.36
14511,1979,36.04
14511,1980,25.61
14511,1981,31.82
14511,1982,27.39
14511,1983,32.31
14511,1984,28.18
14511,1985,29.43
14511,1986,39.3
14511,1987,32.59
14511,1988,24.83
14511,1989,32.09
14511,1990,36.49
14511,1991,36.5
14511,1993,45.0
14521,1979,36.04
14521,1980,25.61
14521,1981,31.82
14521,1982,27.39
14521,1983,32.31
14521,1984,28.18
14521,1985,29.43
14521,1986,39.3
14521,1987,32.59
14521,1988,24.83
14521,1989,32.09
14521,1990,36.49
14521,1991,30.2856383111099
14521,1993,45.0
14521,1995,40.4497629761075
14521,2001,48.02
14522,1979,32.2039812288792
14522,1980,27.6016203393893
14522,1981,31.9818806999036
14522,1982,30.028047511663
14522,1983,32.7667625769282
14522,1984,34.6529555004106
14522,1985,35.5219612305061
14522,1986,35.590627875419
14522,1987,38.8814398347559
14522,1988,27.9622687421584
14522,1989,33.5490538775753
14522,1990,41.1247330963684
14522,1991,37.6053196436289
14522,1992,46.7462740561336
14522,1993,49.4672634290496
14522,1994,44.0882284136256
14522,1995,46.6386341160141
14522,1996,47.6157683994995
14522,1997,47.3700975429417
14522,1998,52.1019913309536
14522,1999,50.623354390398
14522,2000,54.950200341842
14522,2001,50.3576255027691
14522,2002,56.3363754924218
14522,2003,53.2189074704445
14522,2004,59.5280159979577
14522,2005,59.8796754439682
14522,2006,52.6579057750545
14522,2007,67.9773158646175
14522,2008,62.92
14522,2009,71.23
14522,2010,64.37
14522,2011,70.15
14522,2012,72.75
14522,2013,56.93
14522,2014,83.52
14522,2015,76.11
14522,2016,80.45
14522,2017,85.53
14522,2018,69.54
14522,2019,81.15
14522,2020,78.58
14522,2021,84.01
14523,1991,29.5
14524,1979,34.4303070116307
14524,1980,26.9615161132484
14524,1981,33.6342589103069
14524,1982,26.128722641579
14524,1983,28.4917472782633
14524,1984,34.6744814254883
14524,1985,37.1902923377455
14524,1986,41.1502393927415
14524,1987,33.2232141920746
14524,1988,25.2235805402404
14524,1989,33.343829444857
14524,1990,40.5161148276442
14524,1991,31.5287749595643
14524,1992,50.08
14524,1993,55.1217841731193
14524,1994,47.2258229525576
14524,1995,45.3373124834349
14524,1996,45.5699347074638
14524,1997,43.9907310203559
14524,1998,54.632539184953
14524,1999,50.7774009104559
14524,2000,51.7386058507289
14524,2001,49.8346720042572
14524,2002,56.7385283197437
14524,2003,41.9513448897113
14524,2004,52.4391116231439
14524,2005,57.3102451650713
14524,2006,50.7228332885447
14524,2007,65.8283145133695
14524,2011,70.09
14524,2013,49.81
14524,2014,80.56
14524,2015,69.31
14524,2016,51.12
14524,2017,77.97
14524,2018,52.07
14524,2019,57.32
14524,2020,72.09
14524,2021,72.21
14612,1979,35.0716361820687
14612,1980,23.1373777339892
14612,1981,32.888356282923
14612,1982,33.1742425615251
14612,1983,34.3491156247552
14612,1984,32.523981187539
14612,1985,39.8269362184314
14612,1986,39.7210147720565
14612,1987,36.4402870417651
14612,1988,31.8285271877438
14612,1989,38.7390289563797
14612,1990,39.1263034559196
14612,1991,30.8492574913208
14612,1993,45.5989979320755
14612,1994,44.3118667236771
14612,1995,31.5120037147715
14612,1996,32.3
14612,1997,40.81
14612,1998,50.77
14612,1999,58.58
14612,2000,46.39
14612,2001,50.41
14612,2002,44.5
14612,2004,54.29
14612,2005,61.28
14625,1979,29.9058426960504
14625,1980,27.171797810777
14625,1981,33.972621739626
14625,1982,26.4438946611051
14625,1983,30.2511881148634
14625,1984,34.1657629049504
14625,1985,36.8513107948788
14625,1986,38.9716264046343
14625,1987,37.547616830756
14625,1988,28.4602413651673
14625,1989,37.0974419065268
14625,1990,35.7224203885584
14625,1991,35.0839883744337
14625,1992,36.0132209474675
14625,1993,49.2039453657874
14625,1994,37.6154173940358
14625,1995,38.8283834433314
14625,1996,39.8346735914798
14625,1997,44.3064532246401
14625,1998,48.5190698864218
14625,1999,48.3470724812483
14625,2000,50.3565883838384
14625,2001,53.6298576199684
14625,2002,54.7062134843453
14625,2003,38.2530088528913
14625,2004,51.9761671411655
14625,2005,59.0825822391285
14625,2006,45.380602603185
14625,2007,61.7939880990061
14625,2008,59.32
14625,2009,66.16
14625,2010,63.78
14625,2011,68.26
14625,2012,67.94
14625,2013,56.67
14625,2014,77.61
14625,2015,65.93
14625,2016,68.56
14625,2017,76.37
14625,2018,52.65
14625,2019,63.49
14625,2020,73.89
14625,2021,73.95
14626,1979,30.2874466728494
14626,1980,30.2621062546642
14626,1981,35.8155327463938
14626,1982,30.1859209576347
14626,1983,32.6583605656959
14626,1984,33.9184689668941
14626,1985,40.5794727930877
14626,1986,41.410356709616
14626,1987,39.6752104252447
14626,1988,34.1290178782349
14626,1989,41.2137054436835
14626,1990,41.5392366585961
14626,1991,37.2107776202634
14626,1992,34.8062688043726
14626,1993,48.0560487629312
14626,1994,38.9519788753347
14626,1995,41.5615188931866
14626,1996,42.909711990926
14626,1997,45.8240854677273
14626,1998,45.6080029232788
14626,1999,47.742633038525
14626,2000,52.4852733911319
14626,2001,54.4467684949933
14626,2002,56.5403397241843
14626,2003,42.8884562242991
14626,2004,53.2817917419568
14626,2005,58.6374113507173
14626,2006,50.2332957025664
14626,2007,60.6023072982583
14626,2008,58.64
14626,2009,60.08
14626,2010,60.13
14626,2011,67.8
14626,2012,65.27
14626,2013,51.45
14626,2014,73.49
14626,2015,57.21
14626,2016,64.02
14626,2017,71.42
14626,2018,47.91
14626,2019,61.06
14626,2020,70.49
14626,2021,73.13
14627,1979,32.548788159497
14627,1980,27.8534686245312
14627,1981,35.3042528670201
14627,1982,31.7306734860198
14627,1983,33.0596895531941
14627,1984,37.3829015695137
14627,1985,39.2832697501606
14627,1986,39.818775403357
14627,1987,36.7951935719455
14627,1988,29.7627917088796
14627,1989,40.8525281045295
14627,1990,37.8893963206418
14627,1991,36.6786676998954
14627,1992,45.332875859585
14627,1993,54.4455567615488
14627,1994,43.2403479525485
14627,1995,44.784701511804
14627,1996,47.098476524757
14627,1997,50.5262329038656
14627,1998,52.8894502960424
14627,1999,55.1234358840817
14627,2000,55.3099540121892
14627,2001,56.9899242965995
14627,2002,55.1348581415743
14627,2003,42.7337299544645
14627,2004,64.2265717734139
14627,2005,62.2045860965713
14627,2006,54.9291457360081
14627,2007,66.7394638467716
14627,2008,65.26
14627,2009,73.67
14627,2010,70.79
14627,2011,76.19
14627,2012,74.94
14627,2013,63.24
14627,2014,90.83
14627,2015,76.38
14627,2016,81.0
14627,2017,86.61
14627,2018,65.31
14627,2019,76.53
14627,2020,74.81
14627,2021,87.97
14628,1979,33.4908018551714
14628,1980,28.6842342931708
14628,1981,36.4330418350188
14628,1982,35.6587576051904
14628,1983,36.7513115006256
14628,1984,35.1601589280287
14628,1985,40.770895585059
14628,1986,42.9634934822356
14628,1987,39.5081771423287
14628,1988,33.2954778984439
14628,1989,42.7063818977908
14628,1990,40.2109967618605
14628,1991,31.1157662983029
14628,1992,46.1536074198878
14628,1993,48.5238923395015
14628,1994,46.694725155601
14628,1995,40.5007220356422
14628,1996,41.8790898020276
14628,1997,44.3980554691509
14628,1998,53.7850497032043
14628,1999,51.9413350521459
14628,2000,55.7375225164152
14628,2001,53.583294471387
14628,2002,59.2147957852093
14628,2003,40.77
14628,2004,54.814127504625
14628,2005,62.2783125918667
14628,2006,56.54
14628,2007,54.73
14628,2012,73.07
14628,2013,60.64
14628,2014,84.3
14628,2015,66.32
14628,2016,72.33
14628,2017,75.4
14628,2018,54.64
14628,2019,68.69
14713,1991,29.0
14713,1999,52.87
14713,2000,60.3
14713,2001,61.42
14713,2002,57.35
14713,2003,45.59
14713,2004,64.55
14713,2005,62.6
14713,2006,46.19
14713,2007,67.52
14713,2008,56.74
14713,2009,67.0
14713,2010,57.08
14713,2011,72.19
14713,2012,63.32
14713,2013,57.96
14713,2014,88.19
14713,2015,51.83
14713,2016,70.94
14713,2017,81.1
14713,2018,46.39
14713,2019,56.31
14713,2020,50.82
14713,2021,82.9
14729,1979,27.7453364313425
14729,1980,27.0893656069903
14729,1981,29.7990866114908
14729,1982,29.1400292791391
14729,1983,30.4871404116182
14729,1984,33.5098857868489
14729,1985,32.5626316371228
14729,1986,33.6325557208579
14729,1987,35.2707751839324
14729,1988,22.8150834567537
14729,1989,33.282653199135
14729,1990,37.3817779315162
14729,1991,32.1329928727406
14729,1992,41.3276209649647
14729,1993,52.191701164425
14729,1994,41.9315644047135
14729,1995,46.5398212108899
14729,1996,46.7726619102221
14729,1997,44.6943256041109
14729,1998,52.6843688136135
14729,1999,50.2803921173865
14729,2000,54.2273671689136
14729,2001,54.1521475797335
14729,2002,56.0386239157977
14729,2003,45.5771136489224
14729,2004,58.5931914389831
14729,2005,59.3160634118642
14729,2006,51.1484578353832
14729,2007,67.0580894625959
14729,2008,60.92
14729,2009,69.65
14729,2010,66.68
14729,2011,77.14
14729,2012,66.48
14729,2013,59.88
14729,2014,86.83
14729,2015,77.59
14729,2016,71.74
14729,2017,82.9
14729,2018,49.74
14729,2019,61.85
14729,2020,54.55
14729,2021,82.49
14730,1979,25.72819116181
14730,1980,27.5545183575391
14730,1981,29.0851557328579
14730,1982,27.4627793501741
14730,1983,30.1835290213534
14730,1984,33.7253599418419
14730,1985,31.6068025605869
14730,1986,33.490986363271
14730,1987,37.978220735786
14730,1988,23.7462981770717
14730,1989,31.8637316520363
14730,1990,37.409547263493
14730,1991,34.5375098831425
14730,1992,36.918396804421
14730,1993,52.2237597108762
14730,1994,40.4029874300143
14730,1995,43.6898257218136
14730,1996,43.8688629542287
14730,1997,44.5479673598456
14730,1998,50.7701129577084
14730,1999,49.533885218098
14730,2000,50.7346693251534
14730,2001,53.6078231494933
14730,2002,49.7169317348762
14730,2003,38.6428315879405
14730,2004,59.4416811469636
14730,2005,61.0418941447063
14730,2006,46.4447541237753
14730,2007,66.0809317557574
14730,2008,58.57
14730,2009,67.94
14730,2010,65.88
14730,2011,71.77
14730,2012,64.12
14730,2013,59.43
14730,2014,85.49
14730,2015,67.61
14730,2016,63.99
14730,2017,77.37
14730,2018,42.49
14730,2019,55.55
14730,2020,53.55
14730,2021,82.84
15001,1979,23.4893525953915
15001,1980,29.1511075312117
15001,1981,29.3212086938495
15001,1982,22.4312412315308
15001,1983,27.1905974551736
15001,1984,35.6197957998516
15001,1985,27.2148979531571
15001,1986,30.1261870453415
15001,1987,35.425927509485
15001,1988,16.6671698096426
15001,1989,30.1509215454536
15001,1990,35.0541220483756
15001,1991,30.9804286357586
15001,1992,39.3301438559023
15001,1993,48.6848729675821
15001,1994,34.2577643454765
15001,1995,35.0
15001,1996,45.7337786869795
15001,1997,42.6136310661714
15001,1998,48.3325068575708
15001,1999,46.116501624756
15001,2000,51.2010953626703
15001,2001,50.119091529535
15001,2002,38.8117149322799
15001,2003,36.2075362662679
15001,2004,50.6696783420805
15001,2005,55.64
15001,2006,41.886812761299
15001,2008,48.89
15001,2009,53.37
15001,2011,58.21
15001,2012,55.11
15001,2013,45.54
15001,2014,65.97
15001,2015,55.65
15001,2016,53.63
15001,2019,42.98
15002,1999,60.52
15002,2000,59.14
15002,2001,59.89
15002,2002,49.28
15002,2016,67.7
15002,2019,48.72
15003,1979,22.8514142668943
15003,1980,32.8697221825868
15003,1981,31.7192512808379
15003,1982,26.5516031999507
15003,1983,19.572363535381
15003,1984,34.8161724753064
15003,1985,28.9968330242466
15003,1986,33.8138924138543
15003,1987,36.4929517806144
15003,1988,15.5656018166431
15003,1989,21.5551031613077
15003,1990,34.8010833534629
15003,1991,34.9525583352073
15003,1992,39.4162349647059
15003,1993,52.206600563235
15003,1994,46.71
15003,1995,46.52
15003,1996,49.89
15003,1997,48.86
15003,1998,48.26
15003,1999,46.2661246325018
15003,2000,54.02
15003,2001,46.49
15003,2002,53.55
15003,2003,48.05
15003,2005,55.79
15003,2006,46.51
15003,2007,64.41
15003,2008,59.0
15003,2009,62.42
15003,2010,47.72
15003,2012,56.66
15003,2013,64.83
15003,2015,79.27
15003,2016,71.01
15003,2017,64.26
15003,2018,46.3
15003,2019,56.92
15003,2020,52.16
15003,2021,74.13
15081,1979,20.7878308143811
15081,1980,30.189686988185
15081,1981,25.3290236551964
15081,1982,28.0576040332492
15081,1983,14.3834745133827
15081,1984,28.1272970848866
15081,1985,30.5972930792399
15081,1986,26.8762244915435
15081,1987,33.9152842488093
15081,1988,20.5195849675678
15081,1989,27.0854318535699
15081,1990,34.8098761215455
15081,1991,41.6146937459646
15081,1992,34.0286475573914
15081,1993,51.3150534438815
15081,1994,39.98
15081,1995,36.71
15081,1996,43.36
15081,1997,46.06
15081,1998,48.44
15081,1999,40.75
15081,2000,47.51
15081,2001,49.2
15081,2002,48.01
15081,2003,38.79
15081,2004,53.4
15081,2005,56.27
15081,2006,45.4
15081,2007,59.53
15081,2008,53.94
15081,2009,58.97
15081,2010,50.57
15081,2011,67.24
15081,2012,65.05
15081,2013,57.28
15081,2014,81.41
15081,2015,70.14
15081,2016,67.74
15081,2017,71.39
15081,2018,44.29
15081,2019,55.17
15081,2020,59.09
15081,2021,67.45
15082,1979,21.9776326126966
15082,1980,29.8102626245837
15082,1981,27.6579538713303
15082,1982,20.5346442055082
15082,1983,22.1657087856301
15082,1984,33.3594917304575
15082,1985,23.7990339113478
15082,1986,27.4801898435015
15082,1987,35.0595703735873
15082,1988,17.6992622548112
15082,1989,23.2844757213196
15082,1990,29.9211018332681
15082,1991,31.9252644115541
15082,1992,36.9138908071566
15082,1993,49.635254926738
15082,1994,37.3397880840464
15082,1995,37.4886042883686
15082,1996,46.3317644788066
15082,1997,37.8404850591575
15082,1998,45.3539647923014
15082,1999,42.4890274951307
15082,2000,48.9226338693344
15082,2001,48.8713865517341
15082,2002,47.6753621479121
15082,2003,34.7081459804502
15082,2004,51.6572754815738
15082,2005,52.5965554800433
15082,2006,45.1893609282655
15082,2007,61.36
15082,2008,55.23
15082,2009,56.37
15082,2010,58.62
15082,2011,68.88
15082,2012,62.46
15082,2013,54.13
15082,2014,76.71
15082,2015,66.04
15082,2016,55.86
15082,2017,75.25
15082,2018,27.09
15082,2019,38.75
15082,2020,46.66
15082,2021,69.44
15083,1979,25.2856018511597
15083,1980,32.4153791620639
15083,1981,32.4008290285312
15083,1982,28.7728366497535
15083,1983,20.5609470820382
15083,1984,34.8894733081335
15083,1985,36.5778431413178
15083,1986,40.134580540616
15083,1987,38.2409710848397
15083,1988,21.5452317012004
15083,1989,27.0509874627435
15083,1990,41.2599642474694
