year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
2006,09774,3,0,-0.22540308561042272,0.24594507536073978
2007,09774,29,6,0.4061803834549129,0.14938074537823684
2008,09774,16,3,-0.1124677952455634,0.1354873722988113
2009,09774,3,0,-0.19649667797486509,0.2961104526731268
2010,09774,7,2,-0.10567297734035089,0.19406472152882925
2011,09774,13,3,-0.10881276262283779,0.17939062804055114
2012,09774,15,1,0.0160786607059102,26.53676
2013,09774,8,1,-0.21880645299859197,0.06466299409091979
2014,09774,12,3,0.1517803853558539,0.11653503879082462
2015,09774,4,2,-0.04419065070584538,0.2570549632293908
2016,09774,19,6,0.2454567886677788,0.0939782945628194
2017,09774,7,0,0.033244719565629605,0.1532341708289188
2018,09774,19,2,0.2427829466783094,0.11992481957610648
2019,09774,5,1,-0.030816920025360302,0.21885705842371228
2020,09774,20,9,0.2434024922377929,0.22721897062573082
2021,09774,11,2,0.041021556875101006,0.14277820089388413
2022,09774,15,6,0.11357255115505621,0.22318671577566213
2023,09774,21,3,0.2484017484229859,0.15010289173101674
1981,09775,3,0,,
1982,09775,6,0,,
1983,09775,13,1,,
1984,09775,4,0,,
1985,09775,4,0,,
1986,09775,4,0,,
1987,09775,2,0,,
1988,09775,12,3,,
1989,09775,13,1,,0.06166000549420362
1990,09775,18,3,,0.16251685857498557
1991,09775,11,1,,1.6634452609376065
1992,09775,5,1,,0.2855481422293248
1993,09775,15,3,,0.09690900126442359
1994,09775,17,2,,0.04263076117020629
1995,09775,16,7,,0.11204422167532116
1996,09775,0,0,,2.3754618094338005
1997,09775,10,3,,0.17969783945394033
1998,09775,18,0,,0.20515514030873508
1999,09775,9,1,,0.17116209260507975
2000,09775,13,1,,0.22650945142264886
2001,09775,10,0,0.2350440873904573,22.26083
2002,09775,24,4,-0.015131502678284892,0.29378116857256636
2003,09775,4,1,-0.13648096202334312,0.14782497381221377
2004,09775,14,2,-0.011659638218265902,0.17192051506733536
2005,09775,10,0,0.009987250370637496,16.235500000000002
2006,09775,3,0,-0.210772024396306,0.6372085257849908
2007,09775,27,5,0.3975402966797393,0.320420787953073
2008,09775,18,2,-0.09906849924607761,0.11925260933265912
2009,09775,2,0,-0.26053614936935543,0.2625084824004616
2010,09775,6,2,-0.1321647150048449,0.25291775636613906
2011,09775,12,2,-0.07265709289392669,0.645844473285745
2012,09775,12,0,0.0217880498058902,23.768232
2013,09775,8,1,-0.2213973424916021,0.16795610326956606
2014,09775,12,3,0.15035117019073918,0.08850350436501399
2015,09775,3,2,-0.05102441500025348,0.20942152548296897
2016,09775,18,3,0.2292294741429487,0.092235264825713
2017,09775,7,0,0.0496266872565057,0.20912089486816374
2018,09775,18,0,0.2412671617420812,0.10144965154316597
2019,09775,6,1,-0.0454721453622169,0.1933944805645856
2020,09775,18,9,0.2406363041355479,0.2579434231378764
2021,09775,13,1,0.0916281755986752,0.13405211082418156
1987,09776,3,0,,
1988,09776,8,1,,
1989,09776,7,1,,0.0024994688628666413
1990,09776,9,4,,0.007664890966925996
1981,09777,2,0,,
1982,09777,2,0,,
1983,09777,11,1,,
1984,09777,2,0,,
1985,09777,4,0,,
1986,09777,2,0,,
1987,09777,3,0,,
1988,09777,9,1,,
1989,09777,7,0,,0.003799969600243198
1990,09777,8,2,,1.0
1991,09777,5,1,,1.0
1992,09777,4,0,,0.05086201066458577
1993,09777,14,3,,0.0039913786221761
1994,09777,9,1,,0.011832359135764487
1995,09777,10,3,,0.0054315944988810915
1996,09777,0,0,,0.02009727079062663
1997,09777,7,0,,1.0
1998,09777,15,1,,9.328355
1999,09777,7,0,,1.0
2000,09777,7,0,,1.0
2001,09777,7,0,0.2758441689081103,1.0
2002,09777,16,1,-0.0809908868979698,9.716586
2003,09777,4,1,-0.08603430773153692,0.013031268528834941
2004,09777,8,0,-0.1134044579618736,0.09197244848561387
2005,09777,4,0,0.1676766116419332,0.025861177200786175
2006,09777,3,0,-0.34793725226071526,0.031001984126984128
2007,09777,24,4,0.4433450075666415,2.4861794
2008,09777,15,1,-0.09887760569366219,0.02410162104810765
2009,09777,1,0,-0.36870620435822377,1.0
2010,09777,3,1,-0.2106757709499398,1.0
2011,09777,9,0,-0.0894134854196835,3.077633
2012,09777,10,0,0.13390893959748398,1.0
2013,09777,6,1,-0.1771200181355134,0.03707479840578366
2014,09777,10,3,0.1302809299801876,0.014444586161969414
2015,09777,2,1,-0.12353647075748267,7.295374
2016,09777,16,3,0.2812827792589189,0.020522416361023813
1981,09778,2,0,,
1982,09778,4,0,,
1983,09778,14,1,,
1984,09778,5,0,,
1985,09778,4,0,,
1986,09778,3,0,,
1987,09778,3,0,,
1988,09778,12,2,,
1989,09778,12,1,,0.007856931743563157
1990,09778,17,4,,0.06554059541239629
1991,09778,7,2,,16.756413000000002
1992,09778,4,1,,0.16950667885621415
1993,09778,17,3,,0.08860263463111502
1994,09778,17,1,,0.014246021049435814
1995,09778,16,6,,0.04692832637113042
1996,09778,0,0,,0.1957015488764443
1997,09778,11,1,,0.052664340995279
1998,09778,21,1,,0.14726772813859035
1999,09778,10,1,,0.0754394367540628
2000,09778,10,0,,0.49922913400256563
2001,09778,11,0,0.2723089351184915,0.1979353681023806
2002,09778,24,3,-0.0588417743834545,0.15343893500675296
2003,09778,6,1,-0.1208844361035068,0.09040126448473244
2004,09778,13,1,-0.0838170454924654,0.08830671840250653
2005,09778,9,0,0.11034608034610989,13.575991
2006,09778,4,0,-0.33602688224260446,0.2056689574950445
2007,09778,28,5,0.4390757437506871,0.06615260107255468
2008,09778,18,1,-0.100901882946711,0.05902769882173287
2009,09778,1,0,-0.2539831989066149,0.137715966452422
2010,09778,7,2,-0.2215237587213127,0.06884936078451508
2011,09778,15,2,-0.0852741622900881,0.07620573043006763
2012,09778,13,1,0.1315288846398413,0.11793387853859182
2013,09778,7,1,-0.22306772139227987,0.07608981851737928
2014,09778,13,3,0.13373207485171928,0.06924800516879341
2015,09778,6,1,-0.10522119112544862,0.11076549768124297
2016,09778,20,5,0.2576281223405637,0.04292264954493375
1981,09779,4,0,,
1982,09779,5,0,,
1983,09779,13,1,,
1984,09779,4,0,,
1985,09779,4,0,,
1986,09779,5,0,,
1987,09779,4,0,,
1988,09779,17,2,,
1989,09779,14,1,,0.05318502376410488
1990,09779,20,2,,0.03449263492451561
1991,09779,13,1,,0.0728489425981873
1992,09779,8,0,,0.16898289478986178
1993,09779,10,4,,0.08507944185012231
1994,09779,23,2,,0.08232089907975212
1995,09779,17,5,,0.11024230177539396
1996,09779,1,0,,0.7941581966599266
1997,09779,10,1,,0.11274678111587981
1998,09779,23,0,,0.13618800532134312
1999,09779,9,1,,0.08977099207010268
2000,09779,16,1,,0.19488797873104835
2001,09779,12,0,0.210032357701564,0.09278019119792288
2002,09779,25,6,-0.062477689696319304,0.10021498344104691
2003,09779,4,1,-0.19526127191193787,0.0919528574359894
2004,09779,12,1,-0.0320039142016242,0.10534478481725017
2005,09779,11,0,-0.0609075610909659,0.09197859511227369
2006,09779,3,0,-0.1401604139674739,0.3146534431211097
2007,09779,32,6,0.3458184079211024,0.08469127591031857
2008,09779,17,3,-0.06390277050672481,0.09993501400560223
2009,09779,3,0,-0.0716942264520584,0.21798329991895232
2010,09779,6,2,-0.1690124885441998,0.13449619934845974
2011,09779,11,2,-0.17342266790539632,0.10879066823921986
2012,09779,16,1,0.0441975940282915,0.14324981892555047
2013,09779,9,1,-0.05178514753288001,0.10759806421268907
2014,09779,17,2,0.1966173683824377,0.08835150104856772
2015,09779,5,1,-0.07863969419286332,0.21566544240400665
2016,09779,20,4,0.2037933270863645,0.07316967695180757
2017,09779,7,0,0.0368200056393478,0.12548623649691357
2018,09779,20,0,0.24457198626439142,0.09055376876062969
2019,09779,8,1,5.947805013309989e-05,0.1369099944586058
2020,09779,19,7,0.2738976842506558,0.1775293336810658
2021,09779,12,1,-0.1227224123666117,0.1410068108140261
2022,09779,17,5,0.0651645245955477,0.16271698480028277
2023,09779,21,1,0.1398395987704218,0.23509332824435886
2024,09779,34,6,0.1495474256787975,0.075501069695633
1995,09780,2,1,,1.0
1996,09780,0,0,,1.0
1997,09780,3,0,,1.0
1998,09780,3,1,,1.0
2003,09780,3,0,0.009813772214251303,0.029703999643552
2004,09780,3,0,-0.3090910965543902,0.026887185249165543
2005,09780,2,0,0.1367362051678094,1.0
2006,09780,1,0,-0.3430150638949527,1.0
2007,09780,14,1,0.5169760979712255,1.0
2008,09780,8,1,-0.0761815342255366,0.007694675284702985
2009,09780,0,0,-0.37951454577182864,1.0
1984,10041,18,0,,
1985,10041,10,0,,
1981,10042,8,0,,
1982,10042,15,0,,
1983,10042,18,2,,
1984,10042,14,0,,
1985,10042,8,0,,
1986,10042,10,0,,
1981,10044,9,0,,
1982,10044,15,1,,
1983,10044,20,3,,
1985,10044,9,0,,
1981,10045,8,0,,
1982,10045,16,1,,
1982,10046,13,0,,
1983,10046,17,2,,
1984,10046,9,0,,
1981,12060,9,0,,
1982,12060,12,0,,
1983,12060,27,1,,
1984,12060,17,0,,
1985,12060,6,0,,
1986,12060,10,0,,
1987,12060,3,0,,
1988,12060,29,3,,
1989,12060,32,0,,0.059520825977638685
1990,12060,44,3,,0.04596556150574893
1991,12060,16,1,,0.07454602752308107
1992,12060,25,1,,0.20273514191248052
1993,12060,16,2,,0.06003904203323558
1995,12060,26,2,,0.0920530343605024
1996,12060,0,0,,0.9709258025653744
1997,12060,16,2,,0.1753180241843486
1998,12060,41,4,,0.14408729940183884
1999,12060,22,1,,0.11055024848150194
2000,12060,29,1,,0.15381517894083574
2001,12060,16,1,0.1941934990913723,0.16817310301272456
2002,12060,28,10,-0.0314265756643119,0.11079920472114714
2013,12060,15,0,-0.2084323366157345,0.20789915496382758
1981,12061,12,0,,
1982,12061,14,0,,
1983,12061,28,2,,
1984,12061,23,0,,
1985,12061,9,0,,
1986,12061,10,0,,
1987,12061,5,0,,
1988,12061,29,3,,
1989,12061,31,3,,0.10984350652431792
1990,12061,45,3,,0.08256928937897234
1991,12061,17,1,,0.09136232607446314
1992,12061,30,2,,0.19300611607339288
1993,12061,21,4,,0.09475959911398382
1994,12061,29,1,,0.043127382094477924
1995,12061,27,7,,0.10771644599303136
1996,12061,1,0,,0.5970809469263076
1998,12061,41,4,,0.14330356133408706
1999,12061,23,1,,0.1660989973010377
2000,12061,30,3,,0.14400968917529558
2001,12061,18,2,0.20722801043062772,0.1906755849112719
2002,12061,29,8,-0.0378218933707005,0.10136256538461538
2003,12061,12,0,-0.1417450393691079,0.17505781820797925
2004,12061,17,5,0.0215944678423548,0.19124700084824492
1981,12062,9,0,,
1982,12062,13,0,,
1983,12062,25,1,,
1984,12062,18,0,,
1985,12062,10,0,,
1986,12062,12,0,,
1987,12062,3,0,,
1988,12062,31,4,,
1989,12062,29,4,,0.08945276046304541
1990,12062,42,2,,0.08764697663535782
1991,12062,15,2,,0.12080573647677585
1992,12062,30,2,,0.17625465084075173
1993,12062,17,4,,0.09134641291888611
1994,12062,27,1,,0.04671073806488171
1995,12062,25,7,,0.111106575373051
1996,12062,2,0,,0.4973387597729463
1997,12062,21,3,,0.12337839978520607
1998,12062,40,6,,0.139254662004662
1999,12062,23,2,,0.14076597411252526
2000,12062,27,2,,0.19021420537487735
2001,12062,19,2,0.227540755972122,0.18839922557585387
2002,12062,29,7,-0.067810925498995,0.09923423899637032
2003,12062,11,0,-0.1840149264028429,0.14015952114171137
2004,12062,15,5,0.015077817350104099,0.17091596923018265
2005,12062,20,0,0.0363558234424527,0.07236660098539673
2006,12062,5,0,-0.29076381084766706,0.27416262972983885
2007,12062,42,6,0.23322073311420802,0.10188288007133305
2008,12062,39,5,-0.0444732998114016,0.1334554394354248
2009,12062,5,0,-0.1891856155494478,0.2430888633072152
2010,12062,4,1,-0.1504674279249016,0.26878155602100595
2011,12062,15,2,-0.0837554870166202,0.14862566909244002
2012,12062,26,3,0.0407148843948088,0.22280469457314797
2013,12062,14,1,-0.23401764144118262,0.1172155997588909
2014,12062,30,4,0.0968130700092063,0.15079066750178954
2015,12062,17,1,0.2710374811137627,0.15519751670579737
2016,12062,27,4,0.076370234919046,0.1351634993329446
2017,12062,11,3,0.0450220917026239,0.1617107579853454
2018,12062,22,1,0.20278765590292,0.1214094974178108
2019,12062,26,1,0.048094983820668104,0.17053044892360578
1981,12063,9,0,,
1982,12063,16,0,,
1983,12063,27,1,,
1984,12063,23,0,,
1985,12063,9,0,,
1986,12063,10,0,,
1987,12063,5,0,,
1988,12063,28,3,,
1989,12063,34,2,,0.06639296151274951
1990,12063,46,6,,0.060041749931429016
1991,12063,21,1,,0.10833479779838183
1992,12063,33,1,,0.19954264727202436
1993,12063,21,5,,0.057276963636363636
1994,12063,29,1,,0.018377346921865937
1995,12063,29,3,,0.07270393587008876
1996,12063,2,0,,0.612715607863537
1997,12063,22,2,,0.14053396825396824
1998,12063,42,3,,0.13729281388967735
1999,12063,27,1,,0.1173397519328105
2000,12063,32,2,,0.12785606025073204
2001,12063,16,3,0.1856807185296837,0.13629807027824364
2002,12063,29,11,0.0219287744296765,0.09441652999768359
2003,12063,13,0,-0.19056574995598288,0.30261574401812263
2004,12063,18,4,0.0499608451258823,0.15918253716053307
2005,12063,21,1,0.0681619362776051,0.16215434359878805
2006,12063,5,0,-0.0994240012997698,0.41961664842545154
2007,12063,42,8,0.2414805558698446,0.0814758025147929
2009,12063,6,0,-0.1028684224580553,0.20238872739018088
2010,12063,4,1,-0.30901366401642116,0.27011278362089336
2011,12063,18,1,-0.1901018562039734,0.13168938429421922
2012,12063,24,5,0.018967280224336098,0.10432293272629112
2013,12063,18,1,-0.2303906149626934,0.09419570929772147
2014,12063,34,5,0.0704083975063872,0.10193724223602485
2015,12063,24,2,0.2277132240373132,0.13600848844178776
2016,12063,24,7,0.0249355191060205,0.09330679118256868
2017,12063,13,3,0.0432229692636124,0.1371373290509739
2018,12063,19,1,0.2302657686088812,0.09429637021841936
2019,12063,28,2,0.0915115003805644,0.19767188236926064
2020,12063,49,9,0.1712703216731835,0.11485477860657038
2021,12063,16,0,0.0998651788985329,0.09163876646203893
2022,12063,40,5,0.1159501061308879,0.1369778367774884
2023,12063,33,5,0.0820416236822616,0.19927250840721492
2024,12063,35,8,0.0211641990682545,0.05808063861920173
1981,12064,9,0,,
1982,12064,11,0,,
1983,12064,25,1,,
1984,12064,16,0,,
1985,12064,5,0,,
1986,12064,10,0,,
1987,12064,3,0,,
1988,12064,27,3,,
1989,12064,31,1,,0.06460870571186761
1990,12064,44,4,,0.053190699581727216
1991,12064,16,1,,0.13819139271063557
1992,12064,26,1,,0.2555867778583515
1993,12064,15,2,,0.07262158934313274
1994,12064,23,1,,0.012361223382342496
1995,12064,25,2,,0.10711481253368235
1996,12064,0,0,,0.5954849328380116
1997,12064,16,2,,0.10789297273027733
1998,12064,41,4,,0.1416542677133291
1999,12064,21,1,,0.09403892848558577
2000,12064,29,1,,0.16325090376464724
2001,12064,14,2,0.1495918283298886,0.16157786006251504
2002,12064,27,9,-0.027776346820243398,0.10521344870448814
2003,12064,8,0,-0.0510879288289747,0.27983091286784856
2004,12064,13,3,-0.0078528322674615,0.20450805172140252
2005,12064,18,0,0.0640046466220698,0.10136618652300101
2006,12064,5,0,-0.1362764275751418,0.38206344462471187
2007,12064,36,4,0.2034211014746765,0.08038154834874996
2008,12064,38,4,-0.0589902723649711,0.10800931714251459
2009,12064,4,0,-0.0990497759052528,0.18299041970802918
2010,12064,4,1,-0.31926432968712876,0.3417465158178014
2011,12064,15,1,-0.1974311686537269,0.12066001130716815
2012,12064,24,2,0.0792030769951515,0.11106623081793346
2013,12064,14,1,-0.1603562863742099,0.26794011657283096
2014,12064,26,2,0.1191146277440759,0.1450825822492563
2015,12064,14,2,0.19540016555708362,0.15752710841789097
2016,12064,22,6,0.024191763210611998,0.14047920699708455
2017,12064,11,1,0.06084664960071941,0.15220173737326814
2018,12064,13,0,0.259548183999114,0.11520890571608863
2019,12064,20,0,0.0821226027537129,0.18116978431469324
2020,12064,47,7,0.2475588372714675,0.12391160750993559
2022,12064,36,4,0.1166538179669879,0.13628321148209294
2023,12064,32,2,0.1287248333462984,0.21813467728955416
2024,12064,34,9,0.020898116365991898,0.07762247739967948
1981,12065,10,0,,
1982,12065,12,0,,
1983,12065,27,1,,
1984,12065,19,0,,
1985,12065,6,0,,
1986,12065,9,0,,
1987,12065,4,0,,
1988,12065,29,3,,
1989,12065,31,0,,0.05761217394639584
1990,12065,44,3,,0.0426284558604235
1991,12065,17,1,,0.06955320330324873
1992,12065,26,1,,0.20472949817927868
1993,12065,16,2,,0.05420753744801443
1998,12065,41,2,,0.20241673834284674
1999,12065,21,1,,0.11826122118883946
2000,12065,28,1,,0.14021157160481446
1981,12066,9,0,,
1982,12066,13,0,,
1983,12066,26,0,,
1999,12066,21,3,,0.11769006599630825
1981,12067,11,0,,
1982,12067,11,0,,
1983,12067,27,1,,
1984,12067,18,0,,
1985,12067,7,0,,
1986,12067,10,0,,
1987,12067,3,0,,
1988,12067,28,2,,
1989,12067,31,2,,0.10309954566338252
1990,12067,44,3,,0.08385764150552773
1991,12067,16,1,,0.07925672043315632
1992,12067,28,1,,0.1953954716280796
1993,12067,17,4,,0.08441477923517458
1999,12067,21,1,,0.12729997762716325
1981,12068,10,0,,
1982,12068,12,0,,
1983,12068,26,1,,
1984,12068,20,0,,
1985,12068,8,0,,
1986,12068,9,0,,
1987,12068,4,0,,
1988,12068,28,3,,
1989,12068,33,1,,0.053169398231183135
1990,12068,43,4,,0.04372676401738937
1991,12068,18,1,,0.09543220568335589
1992,12068,29,1,,0.1950136573295536
1993,12068,18,3,,0.06610677349575221
1994,12068,21,0,,0.004604846601047602
1995,12068,26,2,,0.04691301344223243
1996,12068,1,0,,22.981892
1997,12068,19,3,,1.261516839661893
1998,12068,42,2,,0.09736538177655264
1999,12068,22,1,,0.11239227546721205
2000,12068,29,1,,0.1817184763292806
2001,12068,15,1,0.19105403261678838,0.13165410129604366
2002,12068,27,10,0.0322216723848172,0.08398683544545568
2003,12068,11,0,-0.1411641648216866,0.3231690981177105
2004,12068,15,3,0.0050102423236332,0.1622541831546864
2005,12068,19,0,0.0998610371505063,0.15266110929193985
2006,12068,5,0,-0.0854881216462256,0.4364622006177528
2007,12068,39,7,0.2690765686060963,0.05284487183958152
2018,12068,15,0,0.1850801955544905,0.10638742133604377
1981,12069,11,0,,
1982,12069,15,0,,
1983,12069,29,1,,
1984,12069,23,0,,
1985,12069,9,0,,
1986,12069,10,0,,
1987,12069,5,0,,
1988,12069,30,4,,
1989,12069,32,2,,0.0901343661327231
1990,12069,49,5,,0.06767970886124697
1991,12069,17,1,,0.07172824501115331
1992,12069,33,1,,0.20871932728755818
1993,12069,24,3,,0.07697153069655495
1994,12069,31,1,,0.04536342843282646
1995,12069,30,6,,0.09910007799758917
1996,12069,3,0,,0.6658310066697688
1997,12069,23,2,,0.16176665447897623
1998,12069,42,3,,0.16970153672316385
1999,12069,27,2,,0.1291946625344353
2000,12069,32,3,,0.1434372015416538
2001,12069,18,3,0.17850974288571508,0.1467780114237991
2002,12069,29,10,-0.0178515813008719,0.09042977933427372
2003,12069,12,0,-0.24637347360882422,0.18083700669358124
2004,12069,19,4,0.001671428148506699,0.17079476181438605
2005,12069,21,1,0.07798774020553509,0.10775621170504966
2006,12069,5,0,-0.1153395730119062,0.451695465963843
2007,12069,42,8,0.22403152373188429,0.09490559142220713
2018,12069,19,1,0.2422743263417228,0.10681510974728327
2019,12069,30,2,0.05041458045346751,0.24713668636115388
1981,12070,11,0,,
1982,12070,14,1,,
1983,12070,26,1,,
1984,12070,23,0,,
1985,12070,9,0,,
1986,12070,9,0,,
1987,12070,5,0,,
1988,12070,30,3,,
1989,12070,34,1,,0.03851660507663415
1990,12070,45,4,,0.035517204607867614
1991,12070,20,1,,0.09256870309486062
1992,12070,30,0,,0.1910969410032811
1993,12070,21,3,,0.07096244334895006
1994,12070,27,1,,0.005566317101952664
1995,12070,28,3,,0.040357281998045925
1996,12070,1,0,,2.8408191126279867
1997,12070,20,2,,0.5988167378640776
1998,12070,42,3,,0.09179726386105544
1999,12070,25,3,,0.08847781501273033
2000,12070,30,1,,0.13903700273214
2001,12070,17,1,0.19831746146859058,0.1215537250536694
2002,12070,27,8,0.027724304445119197,0.060807971296934805
2003,12070,11,0,-0.129219900356804,0.23013199961566275
2004,12070,16,2,-0.0447326000131582,0.11603346976581178
2005,12070,20,0,0.10714584513897149,0.14255880609652838
2006,12070,8,0,-0.052632569344748,0.3255210428923894
2007,12070,40,6,0.2842894168349032,0.06781787097177117
2008,12070,38,4,-0.0077759913944610015,0.09049656283955089
2009,12070,7,0,-0.1121142706793581,0.12025213181547414
2010,12070,4,0,-0.28227255590758904,0.3637494770312108
2011,12070,18,1,-0.2057115898887023,0.10003414846339545
2012,12070,25,4,0.049491689166998795,0.10132392180051
2013,12070,16,1,-0.2944302894567537,0.1996825789209955
2014,12070,33,5,0.1009247837706356,0.09123040371809102
2015,12070,21,1,0.2599752946552562,0.11793867947411828
2016,12070,23,6,0.0386433383969837,0.09217106467431622
2017,12070,13,0,-0.011611952071495001,0.11408396010657111
2018,12070,19,0,0.11659016813802389,0.09481562655660714
2019,12070,29,1,0.1330143731707309,0.13159833224902412
2020,12070,46,8,0.1702532070635813,0.10229607671201879
2021,12070,20,0,-0.0734847106710287,0.08391304937233957
2022,12070,38,3,0.11342331377700761,0.09598585283823155
2023,12070,34,4,0.1361534958978941,0.12595410927375092
2024,12070,34,5,-0.0061777621405989,0.05374383364136903
1981,12071,11,0,,
1982,12071,14,0,,
1983,12071,27,2,,
1984,12071,19,0,,
1985,12071,8,0,,
1986,12071,10,0,,
1987,12071,4,0,,
1988,12071,30,4,,
1989,12071,27,3,,0.11264942167517786
1990,12071,42,4,,0.11126654991863015
1991,12071,15,2,,0.1220020182449342
1992,12071,28,2,,0.20297978327672653
1993,12071,15,5,,0.1143980300154017
1994,12071,29,1,,0.06569425785482125
1995,12071,25,6,,0.12456337001676261
1996,12071,2,0,,0.4889369902354968
1997,12071,18,3,,0.17616691528213568
1998,12071,40,6,,0.1682500103618353
1999,12071,22,2,,0.1798699948992604
2000,12071,28,2,,0.15383321602646444
2001,12071,17,4,0.177733402212009,0.27199719377133813
2002,12071,28,7,-0.0309205850950775,0.10940502149989066
1981,12072,11,0,,
1982,12072,13,0,,
1983,12072,28,2,,
1984,12072,22,0,,
1985,12072,9,0,,
1986,12072,10,0,,
1987,12072,5,0,,
1988,12072,31,3,,
1989,12072,30,3,,0.10175884965883591
1990,12072,45,4,,0.07650103298162769
1991,12072,17,2,,0.08657036818395165
1992,12072,30,2,,0.19257880496054114
1993,12072,20,4,,0.0860861457913814
1994,12072,29,1,,0.042693130839353936
1995,12072,27,6,,0.10389410349422563
1996,12072,2,0,,0.5608144415069397
1997,12072,19,3,,0.1230360170948568
1998,12072,41,3,,0.14176104950667948
1999,12072,27,1,,0.17047745860407867
2000,12072,30,3,,0.1429297680715246
2001,12072,17,3,0.20633878870822642,0.1767853521878335
2002,12072,27,8,-0.030987888728533204,0.09964268167587266
2003,12072,11,0,-0.2029160969724976,0.16655506778775458
2004,12072,19,4,0.0105248382259395,0.17727886439492885
2005,12072,21,0,0.0447746809044616,0.09297547632522166
2006,12072,4,0,-0.202038702709332,0.38545929494712106
2007,12072,40,8,0.2418524062122419,0.10445521500632936
1981,12073,10,0,,
1982,12073,10,0,,
1983,12073,26,1,,
1984,12073,17,0,,
1985,12073,5,0,,
1986,12073,9,0,,
1987,12073,3,0,,
1988,12073,30,3,,
1989,12073,33,1,,0.04352655648174763
1990,12073,44,4,,0.028945972369819342
1991,12073,16,1,,0.1065320418061859
1992,12073,23,1,,0.2299246450086059
1993,12073,16,1,,0.05664042137185268
1994,12073,20,0,,0.006700751154204387
1995,12073,26,2,,0.09420630477917505
1996,12073,0,0,,20.38613
1997,12073,16,2,,0.2534698185988324
1998,12073,40,3,,0.1333602753379431
1999,12073,22,1,,0.12397334062727937
2000,12073,28,1,,0.17728721184091034
2001,12073,15,1,0.1962214564273947,0.17635112414467252
2002,12073,27,7,-0.0278689755582995,0.10702919217877412
2003,12073,9,0,-0.15031515439311122,0.5107128902683951
2004,12073,12,2,-0.0685367516902541,0.23166859122401848
2005,12073,18,0,0.1703319070872142,0.20260459749445545
2006,12073,6,0,-0.15555553034490502,0.5303536120906801
2007,12073,38,4,0.2859384594390693,0.11782300534652106
2008,12073,37,2,-0.03627803815045869,0.1315825233097608
2009,12073,4,0,-0.1119721516754685,0.1642508708356514
2010,12073,3,0,-0.25784611842814587,1.0483843166966569
2011,12073,17,0,-0.2134218717512154,0.1670645112487541
2012,12073,24,2,0.102670107811832,0.11488360893467815
2013,12073,14,0,-0.19875338931071648,0.22906970212136887
2014,12073,30,3,0.11014879900112168,0.1074380231870193
2015,12073,16,1,0.0977543873315797,0.22750471386040358
2016,12073,21,3,0.0415086624503309,0.14135002564519555
2017,12073,13,0,0.014389030380366305,0.14965917355371902
2018,12073,17,0,0.2234348233968686,0.13269298811894786
2019,12073,24,0,0.072071742263282,0.15968360246816332
2020,12073,49,5,0.20611707859071182,0.16107289488067045
2021,12073,13,0,0.0896002176135387,0.15523751445797956
2022,12073,35,4,0.13142617524828798,0.1314063479129684
2023,12073,29,2,0.1906377924378427,0.1811515332877337
2024,12073,33,3,0.010308841823134202,0.06458851369095368
1992,13003,35,0,,0.007138217301611097
1993,13003,20,2,,0.052670204835504816
1999,13003,23,1,,0.03378724860578999
1981,13071,11,0,,
1982,13071,11,0,,
1983,13071,24,1,,
1984,13071,17,0,,
1985,13071,5,0,,
1986,13071,9,0,,
1987,13071,3,0,,
1988,13071,27,3,,
1989,13071,35,1,,0.006742906462401554
1990,13071,44,3,,0.023049379464117004
1991,13071,18,1,,0.012729252109457927
1992,13071,29,0,,0.026549197082355605
1993,13071,18,2,,0.2010860852061357
1994,13071,21,0,,0.006171487112392037
1995,13071,25,2,,0.04251191528157655
1996,13071,1,0,,11.300995
1997,13071,16,2,,15.606581
1998,13071,42,2,,0.1682170268946095
1999,13071,21,1,,0.07837000693366791
2000,13071,29,1,,0.18666888284085018
2001,13071,14,1,0.1723172227640466,0.09718150061920827
2002,13071,27,6,0.0179409831255545,0.04255698083691826
2003,13071,10,0,-0.1572157254644792,0.2350221729186354
2004,13071,11,2,-0.06863906389979339,0.21645778933492243
2005,13071,19,0,0.16289138843238699,0.04615821099378907
2006,13071,6,0,-0.1303345808478374,0.1516934099252306
2007,13071,39,4,0.2948972852705755,0.044936757186875696
2008,13071,38,2,-0.0174991093460809,0.08750678822588116
2009,13071,4,0,-0.1603648345573923,0.1776653327191417
2010,13071,3,0,-0.2598433701193054,0.27125970850397496
2011,13071,18,0,-0.2701308196823719,0.1298946047289006
2012,13071,25,2,0.0640200592651359,0.10325917481439409
2013,13071,14,0,-0.2742325414297621,0.11812101677867691
2014,13071,34,2,0.1286119420982361,0.053111477413478624
2015,13071,18,1,0.1701839605065659,0.07842864133845347
2016,13071,21,3,0.010319450541216399,0.07157498325336153
2017,13071,13,0,0.019081463834078403,0.09610931295102267
2018,13071,16,0,0.1865414829078792,0.05398535806711637
2019,13071,28,0,0.1660376763653811,0.04647972254104496
2020,13071,51,3,0.19138488839095102,0.1017833225684628
2021,13071,19,0,0.020914191623595806,0.027290620487726618
2022,13071,37,2,0.1528940387672411,0.0829151722568967
2023,13071,29,4,0.1825713826099252,0.1416291068117025
2024,13071,35,3,0.0700841288442539,0.050858792793366546
1981,13072,14,0,,
1982,13072,11,0,,
1983,13072,27,1,,
1984,13072,20,0,,
1985,13072,7,0,,
1986,13072,9,0,,
1987,13072,4,0,,
1988,13072,30,1,,
