year,district_no,mild_winter_days,fungal_risk_days,VegetationVigorIndex,RootZoneDepletion
1989,13072,37,1,,0.006669156485087765
1990,13072,47,4,,0.019083525728387785
1991,13072,20,1,,0.00801632123002433
1992,13072,33,0,,0.022530951310219788
1993,13072,19,2,,0.08156710163094935
1994,13072,24,1,,0.00553042285613158
1995,13072,27,1,,0.005593404257699321
1996,13072,2,0,,1.0
1997,13072,18,2,,1.3406780665140703
1998,13072,42,2,,0.10984162919531357
1999,13072,23,1,,0.030371069171358577
2000,13072,32,1,,0.13521908335172514
2001,13072,19,3,0.1531273046301596,0.030733690234447112
2002,13072,28,6,0.031636463187828104,0.0044154455843667785
2003,13072,11,0,-0.1206742821161502,0.08676616323458491
2004,13072,15,3,-0.0167330925216996,0.12708719473213145
2005,13072,20,0,0.1422169549704162,0.010893630833505499
2006,13072,9,0,-0.1711002632505543,0.26879057815845825
2007,13072,40,6,0.28227341918866833,0.021663553454323622
2008,13072,39,3,0.012906567008310894,0.06070354124408384
2009,13072,9,0,-0.043285612272568504,0.10959793081661665
2010,13072,3,0,-0.3099637111553272,0.17096883637578592
2011,13072,16,0,-0.2959340975549956,0.1433324925914827
2012,13072,26,2,0.0257407926624833,0.06602785485692478
2013,13072,16,0,-0.3387951479946416,0.060328076985282225
2014,13072,38,2,0.11884500005957752,0.04357157937923818
2015,13072,25,1,0.242780388144107,0.08665091511796029
2016,13072,21,2,0.0233675521260479,0.02875164714714023
2017,13072,17,0,0.0411867248796105,0.04177624591870197
2018,13072,16,1,0.0970012111616937,0.019610441456755782
2019,13072,28,0,0.21282363895389309,0.00653310009764087
2020,13072,51,8,0.1669810586166248,0.06376284755423064
2021,13072,23,0,-0.03507586752264159,0.010228941499085924
2022,13072,41,2,0.2095346433155021,0.06483717018978552
2023,13072,34,4,0.1558388378282231,0.11715804443125398
2024,13072,39,4,0.0542385176554321,0.055839488912662896
1981,13073,15,0,,
1982,13073,11,0,,
1983,13073,28,1,,
1984,13073,19,0,,
1985,13073,5,0,,
1986,13073,9,0,,
1987,13073,3,0,,
1988,13073,34,1,,
1989,13073,45,1,,0.006662402728920157
1990,13073,49,3,,0.003864428132263917
1991,13073,19,1,,0.00766163169770266
1992,13073,31,0,,0.007385469826663024
1993,13073,26,1,,0.02261251092043682
1994,13073,24,0,,0.005624170434860858
1995,13073,29,1,,0.00549004106550717
1996,13073,2,0,,1.0
1997,13073,22,2,,6.809946
1998,13073,40,1,,0.05936241560946658
1999,13073,24,2,,0.007503198238249054
2000,13073,35,1,,0.06411050409734294
2001,13073,21,2,0.2149377301950683,0.012607160867372666
2002,13073,32,4,0.039219567994199594,0.004361146545426792
2003,13073,13,0,-0.1497240028712975,0.020305117822768008
2004,13073,11,2,0.0024128595125390995,0.1251953177522047
2005,13073,21,1,0.11194646467458219,0.007339449541284404
2006,13073,9,0,-0.18852180997234189,0.08575156421514818
2007,13073,40,5,0.25544570722427873,0.007390117187635959
2008,13073,41,2,-0.0239934560210876,0.042883653461384556
2009,13073,9,0,-0.0011547385843779998,0.024033435680591565
2010,13073,3,0,-0.3484887747054845,1.0
2011,13073,19,0,-0.316898442483403,0.10144347868076682
2012,13073,27,1,0.0291846487257889,0.009340992947550324
2013,13073,17,0,-0.34289476122306717,0.009590963234340553
2014,13073,36,2,0.12086002985777242,0.0046823494156427925
2015,13073,27,1,0.237854949803615,0.03373685061791674
2016,13073,24,2,0.056555856421676196,0.0058061051195331895
2017,13073,19,0,0.1009656235516905,0.008551028261148404
2018,13073,20,0,0.1021482754743638,0.006433019401986516
2019,13073,34,0,0.22119530167801968,0.006876420410591063
2020,13073,52,5,0.1088484662466525,0.033833341754244135
2021,13073,26,0,0.06499658836045501,0.007803964413922273
2022,13073,41,2,0.1809846869584209,0.048446140633220884
2023,13073,34,1,0.1069593383377872,0.06260358867015936
2024,13073,37,2,0.0560968908441482,0.032760326583856
1981,13074,14,0,,
1982,13074,14,0,,
1983,13074,25,0,,
1984,13074,20,0,,
1985,13074,9,0,,
1986,13074,9,0,,
1987,13074,4,0,,
1988,13074,30,1,,
1989,13074,34,2,,0.006457278644488066
1990,13074,47,4,,0.011122652303923335
1991,13074,16,1,,0.007621167029307197
1992,13074,32,0,,0.02644810332405761
1993,13074,21,2,,0.07660935185185185
1994,13074,27,1,,0.005238660265023823
1995,13074,27,2,,0.005083974549623405
1996,13074,1,0,,1.0
1997,13074,17,2,,0.1451381307303962
1998,13074,42,1,,0.10405395737630846
1999,13074,24,3,,0.03667766512688224
2000,13074,32,1,,0.1356817722307528
2001,13074,20,3,0.15153162545515458,0.028627275544784347
2002,13074,30,7,0.0217228446741016,0.010740239658291368
2003,13074,11,0,-0.12333087368465971,0.16925241468126206
2004,13074,20,3,-0.037452304674670395,0.11316592451169252
2005,13074,19,0,0.0904340235256334,0.0068403429747967565
2006,13074,7,0,-0.08730789188702151,0.13703597352579788
2007,13074,41,5,0.26722774161008667,0.018900349223777715
2008,13074,38,2,0.0392692862909685,0.045564999999999994
2009,13074,11,0,-0.0097388984707147,0.10445541034018836
2010,13074,3,0,-0.292954758903604,9.669257
2011,13074,17,0,-0.3438971051062293,0.17891231565682364
2012,13074,25,3,0.0647736535172176,0.09700553812700317
2013,13074,16,0,-0.3226975571716974,0.11252488568632682
2014,13074,36,3,0.1454781566244478,0.05626934545201604
2015,13074,27,1,0.3277376154842463,0.07979996264649576
2016,13074,21,3,0.029723008067770798,0.035757731200588345
2017,13074,16,0,0.003000708955111099,0.06407100303481338
2018,13074,16,1,0.0574740485664348,0.02457111914832751
2019,13074,27,0,0.1775474460519046,0.007254577638489888
2020,13074,49,8,0.1866518738571516,0.05980025477801355
2021,13074,22,0,0.024375251074929702,0.0070311947039961385
2022,13074,46,2,0.18671581533344578,0.08355021425628348
2023,13074,36,4,0.1383373437176209,0.1183033140980875
2024,13074,36,4,-0.0974705529076284,0.05887468644547476
1981,13075,15,0,,
1982,13075,11,0,,
1983,13075,27,1,,
1984,13075,18,0,,
1985,13075,4,0,,
1986,13075,9,0,,
1987,13075,5,0,,
1988,13075,31,3,,
1989,13075,39,1,,0.018104408074817523
1990,13075,46,4,,0.0322996782468803
1991,13075,22,1,,0.0650609603079744
1992,13075,30,0,,0.056682800904290585
1993,13075,19,2,,0.09137222655372457
1994,13075,25,1,,0.006628925981412492
1995,13075,27,2,,0.07702077782379961
1996,13075,0,0,,17.566269
1997,13075,18,2,,0.35525963408259276
1998,13075,42,3,,0.17867303796353387
1999,13075,24,2,,0.106172859332798
2000,13075,32,1,,0.21919739737131608
2001,13075,17,1,0.19041863540175802,0.12570683656197104
2002,13075,29,7,0.0472637644087244,0.050294494031221305
2003,13075,12,0,-0.1734085488261358,0.9038858876827078
2004,13075,11,2,-0.036519619490309005,0.17092506513094746
2005,13075,19,0,0.1573713128217106,0.0596595662355386
2006,13075,6,0,-0.138213769962374,0.19496529647269967
2007,13075,38,6,0.265173789775241,0.055228340005931194
2008,13075,41,3,-0.0620683016430231,0.11808054817292794
2009,13075,7,0,-0.08613326188212711,0.13495946216785454
2010,13075,3,0,-0.2938765343986972,0.5432335864504234
2011,13075,19,0,-0.2991233635312559,0.15116609418282548
2012,13075,24,4,0.08439795846970401,0.15300005811790962
2013,13075,15,0,-0.2724777772681382,0.1553512436279038
2014,13075,33,3,0.1195639280664055,0.06084166560738952
2015,13075,17,1,0.1872919734368749,0.10440642377995564
2016,13075,22,6,0.008053167521161201,0.078807231596514
2017,13075,15,0,0.0749130031569186,0.08621158473105843
2018,13075,21,2,0.1758519372927032,0.09191445226058326
2019,13075,30,0,0.1612912240685902,0.055311800553396
2020,13075,51,6,0.1481770252688644,0.11787591974444563
2021,13075,21,0,0.0779220952938479,0.05564949872087396
2022,13075,35,5,0.16472089015642472,0.1039214443415711
2023,13075,32,4,0.1235318886591848,0.18638690631507318
2024,13075,35,6,0.048310083203946,0.05445700810386894
1981,13076,14,0,,
1982,13076,14,1,,
1983,13076,26,1,,
1984,13076,22,0,,
1985,13076,9,0,,
1986,13076,9,0,,
1987,13076,6,0,,
1988,13076,31,3,,
1989,13076,33,2,,0.006565880402488468
1990,13076,48,5,,0.010631737530370158
1991,13076,19,1,,0.05138558770485376
1993,13076,21,3,,0.17749620503046185
1994,13076,27,1,,0.00536352641134493
1995,13076,27,4,,0.032577839420557864
1996,13076,1,0,,9.136753
1997,13076,20,2,,0.962975294549309
1998,13076,42,2,,0.11104273386613642
1999,13076,24,3,,0.05781324183233421
2000,13076,29,1,,0.13044106796305732
2001,13076,19,3,0.15832673343643922,0.11177207184628238
2002,13076,28,7,0.0354082559045505,0.038920218328359735
2003,13076,11,0,-0.1379468891201154,0.12439862010457424
2004,13076,19,3,-0.0864468065902853,0.13622996355986325
2005,13076,20,0,0.0988234614764134,0.10586301716899738
2006,13076,9,0,-0.0482462614834126,0.27785700804809993
2007,13076,41,6,0.2799301720709312,0.03896032297128212
2008,13076,38,3,0.015268757822092902,0.07558488055013289
2009,13076,11,0,-0.055815737999694,0.13151511190507312
2010,13076,4,0,-0.28064874835125364,0.38376606998691576
2011,13076,18,0,-0.23784344747680503,0.10072808581167714
2012,13076,25,3,0.056006099744318,0.12006375890155087
2013,13076,16,1,-0.2839292666115092,0.09470982063630047
2014,13076,35,5,0.106530217083878,0.069736839365488
2015,13076,26,1,0.2721781720355741,0.10713548387096775
2016,13076,22,5,0.0450963144215407,0.07773944537413341
2017,13076,16,0,0.034722487458709,0.09411601839759241
2018,13076,17,1,0.12226261718192259,0.08434449037096892
2019,13076,28,0,0.1454739598754357,0.10113441694630873
2020,13076,48,8,0.1597658763838941,0.10254580859975292
2021,13076,20,0,-0.1034135120876322,0.0629215624444121
2022,13076,45,2,0.1347653946594892,0.09248641664457992
2023,13076,36,4,0.1212256279802715,0.13699380115259818
2024,13076,33,4,-0.0357109778147532,0.053735361069672354
1981,14521,3,0,,
1982,14521,7,0,,
1983,14521,12,0,,
1984,14521,2,0,,
1985,14521,2,0,,
1986,14521,4,0,,
1987,14521,4,0,,
1988,14521,16,0,,
1989,14521,11,1,,0.005205730468099284
1990,14521,23,1,,0.006925015927536633
1991,14521,9,1,,0.023165844279194756
1993,14521,11,1,,0.004022016518421842
1995,14521,15,1,,0.003894475297343189
2001,14521,10,1,0.2393846200034047,0.49326252123928993
1981,14522,5,0,,
1982,14522,11,0,,
1983,14522,17,1,,
1984,14522,10,0,,
1985,14522,6,0,,
1986,14522,10,0,,
1987,14522,5,0,,
1988,14522,22,3,,
1989,14522,24,3,,0.0397786223216812
1990,14522,35,4,,0.029241886879580528
1991,14522,15,1,,0.134327607027385
1992,14522,27,2,,0.13173351426422542
1993,14522,15,4,,0.0716910702466258
1994,14522,23,1,,0.021655879049676027
1995,14522,25,2,,0.083125280085893
1996,14522,1,0,,0.31120181774884903
1997,14522,20,2,,0.07179757174848557
1998,14522,38,2,,0.20301940548192
1999,14522,21,2,,0.07178907515939001
2000,14522,19,1,,0.12170071424646997
2001,14522,18,1,0.23282658590760721,0.1454197558855761
2002,14522,29,4,-0.1537387519378574,0.04371921299984069
2003,14522,10,0,-0.2329754932138481,0.1661927082151689
2004,14522,13,2,-0.062168374104402395,0.13416148671375716
2005,14522,17,0,-0.09774732734998161,0.051203389296378285
2006,14522,4,0,-0.3031030633885104,0.2782507703579202
2007,14522,41,7,0.360962962313031,0.06388991520020024
2008,14522,33,4,-0.031035541242246695,0.07366413475467072
2009,14522,5,0,-0.12722733926843371,0.2487492067896952
2010,14522,9,1,-0.2282214022215451,0.2395776198578721
2011,14522,14,1,-0.20803415127662434,0.06621446651579918
2012,14522,22,2,0.08115571395963521,0.11534612878847104
2013,14522,13,1,-0.24571037238805998,0.1280760176573777
2014,14522,32,2,0.1944032413011149,0.09598247273682828
2015,14522,14,1,0.300572138304066,0.10476319685961227
2016,14522,21,5,0.1584301221366537,0.09446066987789851
2017,14522,13,3,0.0765325443283875,0.0883809921496576
2018,14522,17,0,0.224759120167017,0.10270267312375168
2019,14522,19,0,0.0118484498511945,0.07010089808223342
2020,14522,39,4,0.28539611350282246,0.17057254536856414
2021,14522,17,0,0.1590876799494718,0.099695913005796
2022,14522,29,5,-0.07750169950524059,0.12610327432490473
2023,14522,31,5,0.1597264143344741,0.14144082418129333
2024,14522,37,10,0.0473939298412749,0.04357192765670636
1991,14523,9,1,,0.0729646747105821
1981,14524,5,0,,
1982,14524,10,0,,
1983,14524,17,1,,
1984,14524,8,0,,
1985,14524,5,0,,
1986,14524,9,0,,
1987,14524,4,0,,
1988,14524,20,3,,
1989,14524,25,3,,0.09718390307226309
1990,14524,35,2,,0.10430133312902236
1991,14524,16,1,,0.13948207743417781
1992,14524,25,2,,0.19494592362645016
1993,14524,14,4,,0.2004357777558645
1994,14524,22,1,,0.04718463943236503
1995,14524,24,5,,0.11222464544434241
1996,14524,1,0,,26.02434
1997,14524,20,3,,0.221592161680397
1998,14524,37,2,,0.08062427384925243
1999,14524,22,1,,0.08080159245034946
2000,14524,19,3,,0.43354489217783426
2001,14524,20,1,0.22475238335376452,0.22645476402076806
2002,14524,29,7,-0.0944202421468026,0.06521473949309324
2003,14524,10,0,-0.2721736730663481,0.18424346827447605
2004,14524,12,2,-0.0652156703092285,0.12955804023376838
2005,14524,17,0,-0.17691441977931022,0.0776196183364447
2006,14524,4,0,-0.2698745392482792,0.2503561623506715
2007,14524,41,7,0.343894190236286,0.10103197738724344
2011,14524,14,2,-0.20181342218023451,0.14262322826194163
2013,14524,13,1,-0.29234832779296327,0.13384467444876783
2014,14524,33,2,0.2079056566767566,0.10931641864507953
2015,14524,13,1,0.2400461566734555,0.14922005783415604
2016,14524,21,5,0.1889596859715997,0.09737090200887223
2017,14524,13,4,0.09556266988354391,0.11981134736544158
2018,14524,16,0,0.2507332500696576,0.11319233678811838
2019,14524,22,0,0.060913246951953,0.14596582188486712
2020,14524,38,6,0.2956349770372534,0.20086052234659046
2021,14524,15,0,0.1699248869107472,0.12142216969259223
2022,14524,28,4,0.016353706914300797,0.14401550813530686
2023,14524,30,6,0.11092865935121579,0.21440654822144756
2024,14524,36,9,0.031190173248479197,0.058307514754373804
1981,14612,7,0,,
1982,14612,10,0,,
1983,14612,21,0,,
1984,14612,14,0,,
1985,14612,6,0,,
1986,14612,11,0,,
1987,14612,4,0,,
1988,14612,23,3,,
1989,14612,25,2,,0.07133204691638288
1990,14612,33,2,,0.06473042128603104
1991,14612,14,2,,0.12803033147093404
1993,14612,15,5,,0.07467248951232301
1994,14612,25,1,,0.046022535751991556
1995,14612,23,3,,0.10309683892736636
1996,14612,3,0,,0.5052677512050426
1997,14612,17,2,,0.14312245261417122
1998,14612,37,4,,0.11453739315162643
1999,14612,17,2,,0.09480249586710213
2000,14612,21,2,,0.10791985481590345
2001,14612,14,0,0.19769417930385,0.15910652886689192
2002,14612,28,7,-0.08667536550605799,0.08135007558695585
2004,14612,13,2,-0.0364973573726638,0.19249343355181914
2005,14612,16,0,-0.029834235553550692,0.07209801319837486
1981,14625,9,0,,
1982,14625,13,0,,
1983,14625,24,0,,
1984,14625,17,0,,
1985,14625,9,0,,
1986,14625,12,0,,
1987,14625,5,0,,
1988,14625,28,3,,
1989,14625,28,3,,0.08457326257826724
1990,14625,44,3,,0.08399590501614923
1991,14625,14,1,,0.1430160089393386
1992,14625,29,2,,0.18736863148061653
1993,14625,17,5,,0.10456918166093052
1994,14625,27,1,,0.06307369151062701
1995,14625,27,3,,0.10686999667288691
1996,14625,3,0,,0.3328827650127172
1997,14625,20,2,,0.14336765959260206
1998,14625,40,5,,0.16952180121176033
1999,14625,18,2,,0.1039293472042528
2000,14625,26,2,,0.1496210907501639
2001,14625,18,2,0.2382955684813948,0.20393679962217165
2002,14625,30,7,-0.1011939835396365,0.07835336965706127
2003,14625,11,0,-0.22108233884978817,0.21858824070560368
2004,14625,17,2,-0.0698004362845386,0.21845957052689352
2005,14625,18,0,0.04109778222775,0.17138009439715748
2006,14625,4,0,-0.28569387602716356,0.3455817937080847
2007,14625,42,7,0.36415752744746366,0.08290830672611789
2008,14625,36,4,-0.025465490597310902,0.10594727251005803
2009,14625,6,0,-0.24732637485946418,0.19527376805749064
2010,14625,6,0,-0.24604534419786878,0.43612772975432207
2011,14625,13,1,-0.20400989910881312,0.10652488687782806
2012,14625,27,1,0.10607562247044709,0.1946020642013303
2013,14625,15,1,-0.23417263622732187,0.1268302572843749
2014,14625,34,3,0.1628607326444803,0.1415460230584062
2015,14625,19,1,0.3125214639241841,0.15440963086980786
2016,14625,26,6,0.0731758146640754,0.10224634797930995
2017,14625,13,2,0.0756651523703106,0.15627279126986157
2018,14625,22,2,0.1693925081897078,0.11048301383159428
2019,14625,22,0,0.0480564737482419,0.18063610542483782
2020,14625,43,5,0.26377195860076064,0.23988830565809127
2021,14625,17,0,0.15624871052872408,0.197465795557143
2022,14625,33,5,-0.0721443426045988,0.1828695460387941
2023,14625,32,5,0.2081885409716858,0.22309401150864966
2024,14625,38,9,0.014464366027277301,0.08102534415768073
1981,14626,7,0,,
1982,14626,11,0,,
1983,14626,21,0,,
1984,14626,13,0,,
1985,14626,7,0,,
1986,14626,8,0,,
1987,14626,2,0,,
1988,14626,25,2,,
1989,14626,22,2,,0.08938779574855524
1990,14626,38,2,,0.046241087955028445
1991,14626,13,1,,0.1439245880347431
1992,14626,20,1,,0.1980679239895784
1993,14626,14,4,,0.08422480777013355
1994,14626,24,0,,0.03312143651676466
1995,14626,25,3,,0.11497674292676323
1996,14626,2,0,,1.0490206964520368
1997,14626,18,1,,0.1227129302837237
1998,14626,39,4,,0.1271118365627633
1999,14626,18,0,,0.09254724387371727
2000,14626,20,0,,0.1331735267082014
2001,14626,16,0,0.1613475428375587,0.19287425075417966
2002,14626,28,4,-0.1080084105989913,0.06962089305010358
2003,14626,11,0,-0.2591972062629878,0.17346258012655358
2004,14626,10,3,-0.0791201635444756,0.1884354475268738
2005,14626,17,0,0.0281133602413024,0.14714837301149256
2006,14626,4,0,-0.3090455838925831,0.6647345901237436
2007,14626,38,5,0.3820476908104215,0.09194239457903804
2008,14626,36,5,-0.0539918231281218,0.09040258156131663
2009,14626,4,0,-0.23565380451996182,0.16073022706685802
2010,14626,7,0,-0.2627094217044489,0.3395393156379917
2011,14626,14,1,-0.18972802489948842,0.08258588426899376
2012,14626,21,0,0.096326255556315,0.1591902916827108
2013,14626,14,1,-0.21983597562002688,0.17218191148698578
2014,14626,32,1,0.2069003275323821,0.11523823473154933
2015,14626,16,1,0.2764635079101322,0.16136497324617083
2016,14626,24,5,0.0961161739791282,0.08349424677807239
2017,14626,12,2,0.07103460683665211,0.1353150320332238
2018,14626,16,0,0.1898933108371884,0.10748779343869848
2019,14626,22,0,0.05006501470654651,0.13466013938896257
2020,14626,42,5,0.2885511457777954,0.20766299455105422
2021,14626,14,0,0.1269439676710304,0.1547827298435137
2022,14626,34,4,0.0113872696422762,0.1838020850708924
2023,14626,27,2,0.2203751960712301,0.2086517823749844
2024,14626,33,4,0.0387625437611253,0.06558276577532147
1981,14627,9,0,,
1982,14627,12,0,,
1983,14627,24,1,,
1984,14627,15,0,,
1985,14627,9,0,,
1986,14627,13,0,,
1987,14627,4,0,,
1988,14627,29,4,,
1989,14627,28,2,,0.0720870245428767
1990,14627,41,2,,0.07173212263161576
1991,14627,16,2,,0.09358747118644067
1992,14627,27,2,,0.18623855571327183
1993,14627,17,5,,0.08600597563465595
1994,14627,26,1,,0.05384137244664884
1995,14627,24,7,,0.11255130880468608
1996,14627,2,0,,0.2832145714285714
1997,14627,21,4,,0.11835744852472936
1998,14627,40,5,,0.11324695740365111
1999,14627,22,2,,0.10184144422533493
2000,14627,25,2,,0.14000798898071626
2001,14627,19,1,0.2094052794844157,0.1384738711898485
2002,14627,30,7,-0.0822392140191804,0.06450495366844376
2003,14627,11,0,-0.25528279055365,0.12373003826588858
2004,14627,15,3,-0.0318379896915927,0.1588515901224243
2005,14627,19,1,0.05335798192750241,0.07575143400515055
2006,14627,4,0,-0.3176980266347106,0.25097776111631787
2007,14627,43,7,0.2994212504013078,0.0906562921206777
2008,14627,39,6,-0.027926960394685,0.11104798562175243
2009,14627,6,0,-0.1878060425940427,0.19297920010481837
2010,14627,8,1,-0.2047185290601552,0.310846520970593
2011,14627,14,2,-0.1664212303004198,0.13323324856416263
2012,14627,26,4,0.06510974844748811,0.19296166070536455
2013,14627,14,1,-0.1902403302788732,0.15591097325537775
2014,14627,30,3,0.15496052768423288,0.14018587876265778
2015,14627,17,1,0.296540860143799,0.14529851841638236
2016,14627,27,5,0.1242349422414066,0.09469454699566772
2017,14627,13,3,0.04825792013850751,0.16520480804077153
